102 1575624342 0,200000 -1,000000 -101,000000 0,000000 0,000000
102 1575624343 0,200000 -1,000000 -101,000000 0,000000 0,000000
102 1575624344 0,200000 -1,000000 -101,000000 0,000000 0,000000
102 1575624345 0,200000 -1,000000 -101,000000 0,000000 0,000000
102 1575624346 0,200000 -1,000000 -101,000000 0,000000 0,000000
107 1575624352 0,200000 -1,000000 -101,000000 0,000000 0,000000
107 1575624353 0,200000 -1,000000 -101,000000 0,000000 0,000000
107 1575624354 0,200000 -1,000000 -101,000000 0,000000 0,000000
107 1575624355 0,200000 -1,000000 -101,000000 0,000000 0,000000
107 1575624356 0,200000 -1,000000 -101,000000 0,000000 0,000000
107 1575624466 0,200000 -1,000000 0,200000 0,200000 0,000000
107 1575624465 0,200000 -1,000000 0,200000 0,200000 0,000000
107 1575624464 0,200000 -1,000000 0,200000 0,200000 0,000000
107 1575624463 0,200000 -1,000000 0,200000 0,200000 0,000000
107 1575624462 0,200000 -1,000000 0,200000 0,200000 0,000000
102 1575624456 0,200000 -1,000000 0,200000 0,200000 0,000000
102 1575624455 0,200000 -1,000000 0,200000 0,200000 0,000000
102 1575624454 0,200000 -1,000000 0,200000 0,200000 0,000000
102 1575624453 0,200000 -1,000000 0,200000 0,200000 0,000000
102 1575624452 0,200000 -1,000000 0,200000 0,200000 0,000000
102 1575624452 0,200000 -1,000000 -101,000000 0,000000 0,000000
102 1575624453 0,200000 -1,000000 -101,000000 0,000000 0,000000
102 1575624454 0,200000 -1,000000 -101,000000 0,000000 0,000000
102 1575624455 0,200000 -1,000000 -101,000000 0,000000 0,000000
102 1575624456 0,200000 -1,000000 -101,000000 0,000000 0,000000
107 1575624462 0,200000 -1,000000 -101,000000 0,000000 0,000000
107 1575624463 0,200000 -1,000000 -101,000000 0,000000 0,000000
107 1575624464 0,200000 -1,000000 -101,000000 0,000000 0,000000
107 1575624465 0,200000 -1,000000 -101,000000 0,000000 0,000000
107 1575624466 0,200000 -1,000000 -101,000000 0,000000 0,000000
102 1575624582 0,200000 -1,000000 -101,000000 0,000000 0,000000
102 1575624583 0,200000 -1,000000 -101,000000 0,000000 0,000000
102 1575624584 0,200000 -1,000000 -101,000000 0,000000 0,000000
102 1575624585 0,200000 -1,000000 -101,000000 0,000000 0,000000
102 1575624586 0,200000 -1,000000 -101,000000 0,000000 0,000000
107 1575624587 0,200000 -1,000000 -101,000000 0,000000 0,000000
107 1575624588 0,200000 -1,000000 -101,000000 0,000000 0,000000
107 1575624589 0,200000 -1,000000 -101,000000 0,000000 0,000000
107 1575624590 0,200000 -1,000000 -101,000000 0,000000 0,000000
107 1575624591 0,200000 -1,000000 -101,000000 0,000000 0,000000
107 1575624826 0,200000 -1,000000 0,200000 0,200000 0,000000
107 1575624825 0,200000 -1,000000 0,200000 0,200000 0,000000
107 1575624824 0,200000 -1,000000 0,200000 0,200000 0,000000
107 1575624823 0,200000 -1,000000 0,200000 0,200000 0,000000
107 1575624822 0,200000 -1,000000 0,200000 0,200000 0,000000
102 1575624816 0,200000 -1,000000 0,200000 0,200000 0,000000
102 1575624815 0,200000 -1,000000 0,200000 0,200000 0,000000
102 1575624814 0,200000 -1,000000 0,200000 0,200000 0,000000
102 1575624813 0,200000 -1,000000 0,200000 0,200000 0,000000
102 1575624812 0,200000 -1,000000 0,200000 0,200000 0,000000
107 1575624826 0,200000 -1,000000 0,200000 0,200000 0,000000
107 1575624825 0,200000 -1,000000 0,200000 0,200000 0,000000
107 1575624824 0,200000 -1,000000 0,200000 0,200000 0,000000
107 1575624823 0,200000 -1,000000 0,200000 0,200000 0,000000
107 1575624822 0,200000 -1,000000 0,200000 0,200000 0,000000
102 1575624816 0,200000 -1,000000 0,200000 0,200000 0,000000
102 1575624815 0,200000 -1,000000 0,200000 0,200000 0,000000
102 1575624814 0,200000 -1,000000 0,200000 0,200000 0,000000
102 1575624813 0,200000 -1,000000 0,200000 0,200000 0,000000
102 1575624812 0,200000 -1,000000 0,200000 0,200000 0,000000
102 1575624812 0,200000 -1,000000 -101,000000 0,000000 0,000000
102 1575624813 0,200000 -1,000000 -101,000000 0,000000 0,000000
102 1575624814 0,200000 -1,000000 -101,000000 0,000000 0,000000
102 1575624815 0,200000 -1,000000 -101,000000 0,000000 0,000000
102 1575624816 0,200000 -1,000000 -101,000000 0,000000 0,000000
107 1575624822 0,200000 -1,000000 -101,000000 0,000000 0,000000
107 1575624823 0,200000 -1,000000 -101,000000 0,000000 0,000000
107 1575624824 0,200000 -1,000000 -101,000000 0,000000 0,000000
107 1575624825 0,200000 -1,000000 -101,000000 0,000000 0,000000
107 1575624826 0,200000 -1,000000 -101,000000 0,000000 0,000000
102 1575625892 0,200000 -1,000000 -101,000000 0,000000 0,000000
102 1575625893 0,200000 -1,000000 -101,000000 0,000000 0,000000
102 1575625894 0,200000 -1,000000 -101,000000 0,000000 0,000000
102 1575625895 0,200000 -1,000000 -101,000000 0,000000 0,000000
102 1575625896 0,200000 -1,000000 -101,000000 0,000000 0,000000
107 1575625902 0,200000 -1,000000 -101,000000 0,000000 0,000000
107 1575625903 0,200000 -1,000000 -101,000000 0,000000 0,000000
107 1575625904 0,200000 -1,000000 -101,000000 0,000000 0,000000
107 1575625905 0,200000 -1,000000 -101,000000 0,000000 0,000000
107 1575625906 0,200000 -1,000000 -101,000000 0,000000 0,000000
107 1575626266 0,200000 -1,000000 0,200000 0,200000 0,000000
107 1575626265 0,200000 -1,000000 0,200000 0,200000 0,000000
107 1575626264 0,200000 -1,000000 0,200000 0,200000 0,000000
107 1575626263 0,200000 -1,000000 0,200000 0,200000 0,000000
107 1575626262 0,200000 -1,000000 0,200000 0,200000 0,000000
102 1575626256 0,200000 -1,000000 0,200000 0,200000 0,000000
102 1575626255 0,200000 -1,000000 0,200000 0,200000 0,000000
102 1575626254 0,200000 -1,000000 0,200000 0,200000 0,000000
102 1575626253 0,200000 -1,000000 0,200000 0,200000 0,000000
102 1575626252 0,200000 -1,000000 0,200000 0,200000 0,000000
102 1575626252 0,200000 -1,000000 -101,000000 0,000000 0,000000
102 1575626253 0,200000 -1,000000 -101,000000 0,000000 0,000000
102 1575626254 0,200000 -1,000000 -101,000000 0,000000 0,000000
102 1575626255 0,200000 -1,000000 -101,000000 0,000000 0,000000
102 1575626256 0,200000 -1,000000 -101,000000 0,000000 0,000000
107 1575626262 0,200000 -1,000000 -101,000000 0,000000 0,000000
107 1575626263 0,200000 -1,000000 -101,000000 0,000000 0,000000
107 1575626264 0,200000 -1,000000 -101,000000 0,000000 0,000000
107 1575626265 0,200000 -1,000000 -101,000000 0,000000 0,000000
107 1575626266 0,200000 -1,000000 -101,000000 0,000000 0,000000
102 1575626492 0,200000 -1,000000 -101,000000 0,000000 0,000000
102 1575626493 0,200000 -1,000000 -101,000000 0,000000 0,000000
102 1575626494 0,200000 -1,000000 -101,000000 0,000000 0,000000
102 1575626495 0,200000 -1,000000 -101,000000 0,000000 0,000000
102 1575626496 0,200000 -1,000000 -101,000000 0,000000 0,000000
107 1575626502 0,200000 -1,000000 -101,000000 0,000000 0,000000
107 1575626503 0,200000 -1,000000 -101,000000 0,000000 0,000000
107 1575626504 0,200000 -1,000000 -101,000000 0,000000 0,000000
107 1575626505 0,200000 -1,000000 -101,000000 0,000000 0,000000
107 1575626506 0,200000 -1,000000 -101,000000 0,000000 0,000000
102 1575626612 0,200000 -1,000000 -101,000000 0,000000 0,000000
102 1575626613 0,200000 -1,000000 -101,000000 0,000000 0,000000
102 1575626614 0,200000 -1,000000 -101,000000 0,000000 0,000000
102 1575626615 0,200000 -1,000000 -101,000000 0,000000 0,000000
102 1575626616 0,200000 -1,000000 -101,000000 0,000000 0,000000
102 1575626622 0,200000 -1,000000 -101,000000 0,000000 0,000000
102 1575626623 0,200000 -1,000000 -101,000000 0,000000 0,000000
102 1575626624 0,200000 -1,000000 -101,000000 0,000000 0,000000
102 1575626625 0,200000 -1,000000 -101,000000 0,000000 0,000000
102 1575626626 0,200000 -1,000000 -101,000000 0,000000 0,000000
107 1575626622 0,200000 -1,000000 -101,000000 0,000000 0,000000
107 1575626623 0,200000 -1,000000 -101,000000 0,000000 0,000000
107 1575626624 0,200000 -1,000000 -101,000000 0,000000 0,000000
107 1575626625 0,200000 -1,000000 -101,000000 0,000000 0,000000
107 1575626626 0,200000 -1,000000 -101,000000 0,000000 0,000000
107 1575626627 0,200000 -1,000000 -101,000000 0,000000 0,000000
107 1575626628 0,200000 -1,000000 -101,000000 0,000000 0,000000
107 1575626629 0,200000 -1,000000 -101,000000 0,000000 0,000000
107 1575626630 0,200000 -1,000000 -101,000000 0,000000 0,000000
107 1575626631 0,200000 -1,000000 -101,000000 0,000000 0,000000
107 1575626871 0,200000 -1,000000 0,200000 0,200000 0,000000
107 1575626870 0,200000 -1,000000 0,200000 0,200000 0,000000
107 1575626869 0,200000 -1,000000 0,200000 0,200000 0,000000
107 1575626868 0,200000 -1,000000 0,200000 0,200000 0,000000
107 1575626867 0,200000 -1,000000 0,200000 0,200000 0,000000
102 1575626866 0,200000 -1,000000 0,200000 0,200000 0,000000
102 1575626865 0,200000 -1,000000 0,200000 0,200000 0,000000
102 1575626864 0,200000 -1,000000 0,200000 0,200000 0,000000
102 1575626863 0,200000 -1,000000 0,200000 0,200000 0,000000
102 1575626862 0,200000 -1,000000 0,200000 0,200000 0,000000
107 1575626871 0,200000 -1,000000 0,200000 0,200000 0,000000
107 1575626870 0,200000 -1,000000 0,200000 0,200000 0,000000
107 1575626869 0,200000 -1,000000 0,200000 0,200000 0,000000
107 1575626868 0,200000 -1,000000 0,200000 0,200000 0,000000
107 1575626867 0,200000 -1,000000 0,200000 0,200000 0,000000
102 1575626866 0,200000 -1,000000 0,200000 0,200000 0,000000
102 1575626865 0,200000 -1,000000 0,200000 0,200000 0,000000
102 1575626864 0,200000 -1,000000 0,200000 0,200000 0,000000
102 1575626863 0,200000 -1,000000 0,200000 0,200000 0,000000
102 1575626862 0,200000 -1,000000 0,200000 0,200000 0,000000
107 1575626871 0,200000 -1,000000 0,200000 0,200000 0,000000
107 1575626870 0,200000 -1,000000 0,200000 0,200000 0,000000
107 1575626869 0,200000 -1,000000 0,200000 0,200000 0,000000
107 1575626868 0,200000 -1,000000 0,200000 0,200000 0,000000
107 1575626867 0,200000 -1,000000 0,200000 0,200000 0,000000
102 1575626866 0,200000 -1,000000 0,200000 0,200000 0,000000
102 1575626865 0,200000 -1,000000 0,200000 0,200000 0,000000
102 1575626864 0,200000 -1,000000 0,200000 0,200000 0,000000
102 1575626863 0,200000 -1,000000 0,200000 0,200000 0,000000
102 1575626862 0,200000 -1,000000 0,200000 0,200000 0,000000
