52 1575623968 0,000000 0,000000 -101,000000 0,000000 0,000000
52 1575623969 0,000000 0,000000 -101,000000 0,000000 0,000000
52 1575623970 0,000000 0,000000 -101,000000 0,000000 0,000000
52 1575623971 0,000000 0,000000 -101,000000 0,000000 0,000000
52 1575623972 6,000000 0,200000 1,200000 1,200000 -20,200000
52 1575623973 6,000000 0,200000 2,400000 2,400000 -20,200000
52 1575623974 6,000000 0,200000 3,600000 3,600000 -20,200000
52 1575623975 6,000000 0,200000 4,800000 4,800000 -20,200000
52 1575623976 6,000000 0,200000 6,000000 6,000000 -20,200000
52 1575623977 0,000000 0,400000 6,000000 6,000000 -20,200000
52 1575623978 0,000000 0,400000 6,000000 6,000000 -20,200000
52 1575623979 0,000000 0,400000 6,000000 6,000000 -20,200000
52 1575623980 0,000000 0,400000 6,000000 6,000000 -20,200000
52 1575623981 0,000000 0,400000 6,000000 6,000000 -20,200000
52 1575623982 0,000000 0,400000 6,000000 6,000000 -20,200000
52 1575623983 0,000000 0,400000 6,000000 6,000000 -20,200000
52 1575623984 0,000000 0,400000 6,000000 6,000000 -20,200000
52 1575623985 0,000000 0,400000 6,000000 6,000000 -20,200000
52 1575623986 0,000000 0,400000 6,000000 6,000000 -20,200000
52 1575623987 0,000000 0,400000 6,000000 6,000000 -20,200000
52 1575623988 0,000000 0,400000 6,000000 6,000000 -20,200000
52 1575623989 0,000000 0,400000 6,000000 6,000000 -20,200000
52 1575623990 0,000000 0,400000 6,000000 6,000000 -20,200000
52 1575623991 0,000000 0,400000 6,000000 6,000000 -20,200000
52 1575623992 0,000000 0,400000 6,000000 6,000000 -20,200000
52 1575623993 0,000000 0,400000 6,000000 6,000000 -20,200000
52 1575623994 0,000000 0,400000 6,000000 6,000000 -20,200000
52 1575623995 0,000000 0,400000 6,000000 6,000000 -20,200000
52 1575623996 0,000000 0,400000 6,000000 6,000000 -20,200000
52 1575623997 0,000000 0,400000 6,000000 6,000000 -20,200000
52 1575623998 0,000000 0,400000 6,000000 6,000000 -20,200000
52 1575623999 0,000000 0,400000 6,000000 6,000000 -20,200000
52 1575624000 0,000000 0,400000 6,000000 6,000000 -20,200000
52 1575624001 0,000000 0,400000 6,000000 6,000000 -20,200000
52 1575624002 0,000000 0,400000 6,000000 6,000000 -20,200000
52 1575624003 0,000000 0,400000 6,000000 6,000000 -20,200000
52 1575624004 0,000000 0,400000 6,000000 6,000000 -20,200000
52 1575624005 0,000000 0,400000 6,000000 6,000000 -20,200000
52 1575624006 0,000000 0,400000 6,000000 6,000000 -20,200000
52 1575624007 0,000000 0,400000 6,000000 6,000000 -20,200000
52 1575624008 0,000000 0,400000 6,000000 6,000000 -20,200000
52 1575624009 0,000000 0,400000 6,000000 6,000000 -20,200000
52 1575624010 0,000000 0,400000 6,000000 6,000000 -20,200000
52 1575624011 0,000000 0,400000 6,000000 6,000000 -20,200000
52 1575624012 0,000000 0,400000 6,000000 6,000000 -20,200000
52 1575624013 0,000000 0,400000 6,000000 6,000000 -20,200000
52 1575624014 0,000000 0,400000 6,000000 6,000000 -20,200000
52 1575624015 0,000000 0,400000 6,000000 6,000000 -20,200000
52 1575624016 0,000000 0,400000 6,000000 6,000000 -20,200000
52 1575624017 0,000000 0,400000 6,000000 6,000000 -20,200000
