11 1575623967 0,200000 -1,000000 -101,000000 0,000000 0,000000
11 1575623968 0,200000 -1,000000 -101,000000 0,000000 0,000000
11 1575623969 0,200000 -1,000000 -101,000000 0,000000 0,000000
11 1575623970 0,200000 -1,000000 -101,000000 0,000000 0,000000
11 1575623971 0,200000 -1,000000 -101,000000 0,000000 0,000000
11 1575623972 1,600000 -1,000000 -101,000000 0,000000 0,000000
11 1575623973 1,600000 -1,000000 -101,000000 0,000000 0,000000
11 1575623974 1,600000 -1,000000 -101,000000 0,000000 0,000000
11 1575623975 1,600000 -1,000000 -101,000000 0,000000 0,000000
11 1575623976 1,600000 -1,000000 -101,000000 0,000000 0,000000
11 1575623982 1,600000 -1,000000 -101,000000 0,000000 0,000000
11 1575623983 1,600000 -1,000000 -101,000000 0,000000 0,000000
11 1575623984 1,600000 -1,000000 -101,000000 0,000000 0,000000
11 1575623985 1,600000 -1,000000 -101,000000 0,000000 0,000000
11 1575623986 1,600000 -1,000000 -101,000000 0,000000 0,000000
11 1575623992 0,800000 -1,000000 -101,000000 0,000000 0,000000
11 1575623993 0,800000 -1,000000 -101,000000 0,000000 0,000000
11 1575623994 0,800000 -1,000000 -101,000000 0,000000 0,000000
11 1575623995 0,800000 -1,000000 -101,000000 0,000000 0,000000
11 1575623996 0,800000 -1,000000 -101,000000 0,000000 0,000000
11 1575623997 0,600000 -1,000000 -101,000000 0,000000 0,000000
11 1575623998 0,600000 -1,000000 -101,000000 0,000000 0,000000
11 1575623999 0,600000 -1,000000 -101,000000 0,000000 0,000000
11 1575624000 0,600000 -1,000000 -101,000000 0,000000 0,000000
11 1575624001 0,600000 -1,000000 -101,000000 0,000000 0,000000
11 1575624002 0,800000 -1,000000 -101,000000 0,000000 0,000000
11 1575624003 0,800000 -1,000000 -101,000000 0,000000 0,000000
11 1575624004 0,800000 -1,000000 -101,000000 0,000000 0,000000
11 1575624005 0,800000 -1,000000 -101,000000 0,000000 0,000000
11 1575624006 0,800000 -1,000000 -101,000000 0,000000 0,000000
11 1575624007 0,800000 -1,000000 -101,000000 0,000000 0,000000
11 1575624008 0,800000 -1,000000 -101,000000 0,000000 0,000000
11 1575624009 0,800000 -1,000000 -101,000000 0,000000 0,000000
11 1575624010 0,800000 -1,000000 -101,000000 0,000000 0,000000
11 1575624011 0,800000 -1,000000 -101,000000 0,000000 0,000000
11 1575624012 0,400000 -1,000000 -101,000000 0,000000 0,000000
11 1575624013 0,400000 -1,000000 -101,000000 0,000000 0,000000
11 1575624014 0,400000 -1,000000 -101,000000 0,000000 0,000000
11 1575624015 0,400000 -1,000000 -101,000000 0,000000 0,000000
11 1575624016 0,400000 -1,000000 -101,000000 0,000000 0,000000
11 1575624017 0,400000 -1,000000 -101,000000 0,000000 0,000000
11 1575624018 0,400000 -1,000000 -101,000000 0,000000 0,000000
11 1575624019 0,400000 -1,000000 -101,000000 0,000000 0,000000
11 1575624020 0,400000 -1,000000 -101,000000 0,000000 0,000000
11 1575624021 0,400000 -1,000000 -101,000000 0,000000 0,000000
11 1575624022 0,400000 -1,000000 -101,000000 0,000000 0,000000
11 1575624023 0,400000 -1,000000 -101,000000 0,000000 0,000000
